Index,Clause,Label
61.0,Termination could happen due failure pay required fees within specified timeframes,Termination
62.0,failure pay required fees within specified timeframes may result termination,Termination
63.0,Termination possible consequence meeting payment deadlines,Termination
64.0,agreement makes clear failing pay fees within specified timeframes lead termination,Termination
65.0,Non-payment within specified timeframes grounds termination,Termination
66.0,fees paid within specified timeframes termination potential outcome,Termination
67.0,agreement allows termination required fees paid time,Termination
68.0,meeting payment deadlines could result agreement's termination,Termination
69.0,Failure pay fees within specified timeframes explicitly linked termination agreement,Termination
70.0,Termination may occur required fees paid within specified timeframes,Termination
71.0,Swift termination consequence violating agreement cases,Termination
72.0,Violation agreement situations results swift termination,Termination
73.0,Termination prompt agreement violated cases,Termination
74.0,agreement stipulates swift termination violations instances,Termination
75.0,violation agreement leads immediate termination,Termination
76.0,Violating agreement situations triggers swift termination,Termination
77.0,Swift termination explicitly mentioned violations cases,Termination
78.0,Termination swift agreement violated circumstances,Termination
79.0,agreement specifies prompt termination violations occurring cases,Termination
80.0,agreement states prolonged inactivity may lead termination,Termination
81.0,Prolonged inactivity grounds termination specified agreement,Termination
82.0,agreement allows termination cases extended inactivity,Termination
83.0,login usage certain time termination possibility according agreement,Termination
84.0,agreement explicitly mentions termination event prolonged inactivity,Termination
85.0,Termination potential outcome extended periods inactivity per agreement,Termination
86.0,agreement stipulates login usage certain time trigger termination,Termination
87.0,Extended inactivity result termination outlined agreement,Termination
88.0,agreement emphasizes possibility termination due prolonged inactivity,Termination
89.0,agreement allows termination login usage certain time,Termination
90.0,Termination may occur login usage within specified timeframe stated agreement,Termination
91.0,agreement specifies termination possible login usage certain time,Termination
92.0,Inactivity specified period trigger termination according agreement,Termination
93.0,Termination explicitly mentioned consequence login usage certain time agreement,Termination
94.0,agreement highlights potential termination absence login usage,Termination
95.0,Non-engagement within specified timeframe result termination per agreement,Termination
96.0,agreement outlines termination activities compromising security integrity occur,Termination
97.0,agreement explicitly mentions termination consequence activities compromising security integrity,Termination
98.0,agreement allows termination cases activities compromise security integrity,Termination
99.0,Termination outlined agreement infringement intellectual property rights,Termination
100.0,agreement specifies infringement intellectual property rights result termination,Termination
,,
,,
,,
,,
,,
1.0,agreement shall limited amount paid software service,Liability
2.0,company shall liable direct-indirect-incidental-special consequential damages,Liability
3.0,event shall company's liability exceed amount paid user software services,Liability
4.0,user agrees indemnify hold company harmless damages,Liability
5.0,company disclaims warranties including fitness particular purpose non-infringement,Liability
6.0,company responsible third-party content services accessed software,Liability
7.0,Liability limited maximum extent permitted applicable law,Liability
8.0,company shall liable loss data data breaches,Liability
9.0,action company must brought within specified time frame,Liability
10.0,company liable interruptions downtime software services,Liability
11.0,user acknowledges software may contain bugs errors company liable resulting issues,Liability
12.0,company responsible unauthorized access user's account,Liability
13.0,user assumes risks associated use software services,Liability
14.0,company shall liable damages resulting use third-party hardware software,Liability
15.0,user solely responsible backup data recovery,Liability
16.0,company liable loss profits business opportunities,Liability
17.0,user agrees company liable viruses malware transmitted software services,Liability
18.0,company liable actions taken law enforcement agencies,Liability
19.0,Liability excluded acts God unforeseen events,Liability
20.0,company liable inaccuracies errors content provided software,Liability
21.0,user agrees company's liability limited even advised possibility damages,Liability
22.0,Liability breach agreement limited extent permitted law,Liability
23.0,company shall liable loss confidential sensitive information,Liability
24.0,user acknowledges company liable actions users software,Liability
25.0,company liable delay failure perform obligations due circumstances beyond control,Liability
26.0,Liability security breaches limited company's efforts maintain security,Liability
27.0,user agrees company liable disputes users,Liability
28.0,company liable damage user's computer devices,Liability
29.0,Liability violation intellectual property rights limited specified remedy,Liability
30.0,company liable consequential damages resulting security breach,Liability
31.0,user acknowledges company liable availability third-party services integrated software,Liability
32.0,Liability excluded actions taken protect company's intellectual property,Liability
33.0,company shall liable errors omissions software services,Liability
34.0,user agrees company liable unauthorized modifications software,Liability
35.0,Liability breach privacy limited company's privacy policy,Liability
36.0,company liable loss access software services due user actions,Liability
37.0,Liability violation export control laws limited extent permitted law,Liability
38.0,user agrees company liable actions employees contractors,Liability
39.0,company shall liable defamation harm caused user-generated content,Liability
40.0,Liability excluded unauthorized use user's account,Liability
41.0,user acknowledges company liable accuracy content provided third parties,Liability
42.0,company liable reliance information obtained software,Liability
43.0,Liability violation fair use policies limited company's policies,Liability
44.0,company shall liable damage user's reputation business,Liability
45.0,user agrees company liable changes software services,Liability
46.0,Liability breach confidentiality limited specified remedy,Liability
47.0,company liable loss user-generated content,Liability
48.0,Liability excluded breach data protection laws,Liability
49.0,user acknowledges company liable disputes third-party providers,Liability
50.0,company shall liable loss access software services due maintenance upgrades,Liability
51.0,company liable unauthorized access user's personal information,Liability
52.0,Liability breach agreement limited specified remedy,Liability
53.0,user agrees company liable actions taken enforce agreement,Liability
54.0,company liable loss access software services due network server issues,Liability
55.0,Liability excluded breach data security measures,Liability
56.0,company shall liable disputes users software services,Liability
57.0,user acknowledges company liable changes legal regulatory landscape,Liability
58.0,company liable loss access software services due user non-compliance,Liability
59.0,Liability violation usage policies limited company's policies,Liability
60.0,company liable unauthorized access user accounts,Liability
61.0,user agrees company liable loss access software services due user actions,Liability
62.0,company liable actions taken protect integrity systems,Liability
63.0,Liability excluded breach payment obligations,Liability
64.0,user acknowledges company liable disputes payment processors,Liability
65.0,company shall liable loss access software services due billing issues,Liability
67.0,company liable unauthorized access user payment information,Liability
68.0,Liability violation payment terms limited company's terms,Liability
69.0,user agrees company liable loss access software services due disputes payment processors,Liability
70.0,company liable actions taken enforce payment obligations,Liability
71.0,Liability excluded breach financial regulations,Liability
72.0,user acknowledges company liable disputes financial institutions,Liability
73.0,company shall liable loss access software services due financial disputes,Liability
74.0,company liable unauthorized access financial information,Liability
75.0,Liability violation financial terms limited company's terms,Liability
76.0,user agrees company liable loss access software services due changes financial regulations,Liability
77.0,company liable actions taken enforce financial obligations,Liability
78.0,Liability excluded breach advertising standards,Liability
79.0,user acknowledges company liable disputes advertisers,Liability
80.0,company shall liable loss access software services due advertising disputes,Liability
81.0,Liability violation advertising policies limited company's policies,Liability
82.0,user agrees company liable loss access software services due changes advertising standards,Liability
83.0,company liable actions taken enforce advertising standards,Liability
84.0,Liability excluded breach content guidelines,Liability
85.0,user acknowledges company liable disputes related content guidelines,Liability
86.0,company shall liable loss access software services due content guideline disputes,Liability
87.0,company liable unauthorized content posted users,Liability
88.0,Liability violation content guidelines limited company's policies,Liability
89.0,user agrees company liable loss access software services due changes content guidelines,Liability
90.0,company liable actions taken enforce content guidelines,Liability
91.0,user acknowledges company liable disputes related user conduct standards,Liability
92.0,company shall liable loss access software services due user conduct standard disputes,Liability
93.0,company liable unauthorized conduct users,Liability
94.0,Liability violation user conduct standards limited company's policies,Liability
95.0,user agrees company liable loss access software services due changes user conduct standards,Liability
96.0,company liable actions taken enforce user conduct standards,Liability
97.0,company shall liable loss access software services due community guideline disputes,Liability
98.0,company liable unauthorized actions users violation community guidelines,Liability
99.0,user acknowledges company liable disputes related community guidelines,Liability
100.0,company shall liable damages losses injuries arising use software services including limited indirect incidental special consequential punitive damages,Liability
,,
,,
,,
1.0,Agreement grants personal non-exclusive non-transferable license install use Software single device,Licence-grant
2.0,granted non-exclusive non-transferable license install use Software five (5) devices owned controlled,Licence-grant
3.0,Subject terms herein Agreement grants organization non-exclusive non-transferable license use Software unlimited number devices within enterprise,Licence-grant
4.0,hereby granted limited non-exclusive non-transferable license use Software trial period thirty (30) days,Licence-grant
5.0,Agreement provides subscription-based license access use Software duration subscription,Licence-grant
6.0,granted perpetual non-exclusive non-transferable license use Software indefinitely subject compliance Agreement,Licence-grant
7.0,Agreement educational institutions granted non-exclusive non-transferable license use Software educational purposes limited number devices,Licence-grant
8.0,Agreement allows use Software personal non-commercial purposes non-transferable license,Licence-grant
9.0,granted non-exclusive non-transferable license use limited version Software reduced functionality,Licence-grant
10.0,Agreement grants license use Software purpose integrating third-party applications services,Licence-grant
11.0,authorized use Software pay-as-you-go basis non-exclusive non-transferable license,Licence-grant
12.0,Agreement provides license access use Software via web-based interface,Licence-grant
13.0,may install use Software device provided total number devices exceed number licenses purchased,Licence-grant
14.0,Agreement grants license use Software mobile devices smartphones tablets,Licence-grant
15.0,granted non-exclusive non-transferable license use Software solely backup archival purposes,Licence-grant
16.0,Agreement entitles use Software testing evaluation purposes limited non-exclusive non-transferable license,Licence-grant
17.0,may use Software single server cluster servers within organization non-exclusive non-transferable license,Licence-grant
18.0,Agreement permits use Software process analyze data generated organization,Licence-grant
19.0,authorized use Software create derivative works customizations tailored specific needs,Licence-grant
20.0,Agreement allows use Software access interact external databases data sources,Licence-grant
21.0,granted non-exclusive non-transferable license use Software research development purposes,Licence-grant
22.0,Agreement provides license use Software part software-as-a-service (SaaS) offering customers,Licence-grant
23.0,may use Software create distribute software applications third parties non-exclusive non-transferable license,Licence-grant
24.0,Agreement grants license use Software virtual machines cloud-based infrastructure,Licence-grant
25.0,authorized use Software develop deploy websites web applications,Licence-grant
26.0,Agreement entitles use Software non-profit charitable purposes non-exclusive non-transferable license,Licence-grant
27.0,may use Software automate streamline business processes within organization,Licence-grant
28.0,Agreement permits use Software create publish content documents multimedia,Licence-grant
29.0,granted non-exclusive non-transferable license use Software educational instructional purposes,Licence-grant
30.0,Agreement provides license use Software graphic design multimedia production,Licence-grant
31.0,may use Software perform data analysis generate reports visualizations,Licence-grant
32.0,Agreement grants license use Software manage monitor network infrastructure devices,Licence-grant
33.0,authorized use Software cybersecurity purposes including threat detection incident response,Licence-grant
34.0,Agreement allows use Software financial analysis modeling,Licence-grant
35.0,may use Software develop test software applications mobile devices,Licence-grant
36.0,Agreement entitles use Software managing organizing personal professional contacts,Licence-grant
37.0,granted non-exclusive non-transferable license use Software content creation publishing,Licence-grant
38.0,Agreement provides license use Software customer relationship management (CRM) sales automation,Licence-grant
39.0,may use Software project management collaboration within organization,Licence-grant
40.0,Agreement permits use Software e-commerce online retail purposes,Licence-grant
41.0,authorized use Software supply chain management logistics,Licence-grant
42.0,Agreement grants license use Software inventory management control,Licence-grant
43.0,may use Software human resources personnel management,Licence-grant
44.0,Agreement entitles use Software document management electronic records keeping,Licence-grant
45.0,granted non-exclusive non-transferable license use Software legal research practice,Licence-grant
46.0,Agreement provides license use Software healthcare medical record keeping,Licence-grant
47.0,may use Software data backup disaster recovery purposes,Licence-grant
48.0,Agreement permits use Software data migration data integration,Licence-grant
49.0,authorized use Software geospatial mapping geographic information system (GIS) applications,Licence-grant
50.0,Agreement grants license use Software architectural design drafting,Licence-grant
51.0,may use Software video editing multimedia production,Licence-grant
52.0,Agreement entitles use Software audio recording music production,Licence-grant
53.0,granted non-exclusive non-transferable license use Software 3D modeling animation,Licence-grant
54.0,Agreement provides license use Software game development interactive entertainment,Licence-grant
55.0,may use Software scientific research data analysis,Licence-grant
56.0,Agreement permits use Software data visualization business intelligence,Licence-grant
57.0,authorized use Software simulation modeling purposes,Licence-grant
58.0,Agreement grants license use Software virtual reality (VR) augmented reality (AR) development,Licence-grant
59.0,may use Software artificial intelligence (AI) machine learning (ML) research development,Licence-grant
60.0,Agreement entitles use Software autonomous vehicle development testing,Licence-grant
61.0,granted non-exclusive non-transferable license use Software robotics automation,Licence-grant
62.0,Agreement provides license use Software environmental monitoring conservation,Licence-grant
63.0,may use Software energy management optimization,Licence-grant
64.0,Agreement permits use Software smart home Internet Things (IoT) applications,Licence-grant
65.0,authorized use Software industrial automation control,Licence-grant
66.0,Agreement grants license use Software aerospace defense applications,Licence-grant
67.0,may use Software telecommunications network infrastructure management,Licence-grant
68.0,Agreement entitles use Software automotive design engineering,Licence-grant
69.0,granted non-exclusive non-transferable license use Software pharmaceutical research development,Licence-grant
70.0,Agreement provides license use Software chemical materials science research,Licence-grant
71.0,may use Software food beverage production quality control,Licence-grant
72.0,Agreement permits use Software agriculture crop management,Licence-grant
73.0,authorized use Software construction civil engineering projects,Licence-grant
74.0,Agreement grants license use Software oil gas,Licence-grant
75.0,may use Software environmental natural resource management,Licence-grant
76.0,Agreement entitles use Software educational academic research,Licence-grant
77.0,granted non-exclusive non-transferable license use Software government public sector applications,Licence-grant
78.0,Agreement provides license use Software financial services banking,Licence-grant
79.0,may use Software insurance risk management,Licence-grant
80.0,Agreement permits use Software real estate property management,Licence-grant
81.0,authorized use Software retail consumer goods applications,Licence-grant
82.0,Agreement grants license use Software manufacturing production,Licence-grant
83.0,may use Software transportation logistics management,Licence-grant
84.0,Agreement entitles use Software energy utilities management,Licence-grant
85.0,granted non-exclusive non-transferable license use Software healthcare medical applications,Licence-grant
86.0,Agreement provides license use Software pharmaceutical life sciences research,Licence-grant
87.0,may use Software biotechnology genetic research,Licence-grant
88.0,Agreement permits use Software academic scientific publishing,Licence-grant
89.0,authorized use Software media entertainment production,Licence-grant
90.0,Agreement grants license use Software marketing advertising,Licence-grant
91.0,may use Software public relations corporate communications,Licence-grant
92.0,Agreement entitles use Software social media management analytics,Licence-grant
93.0,granted non-exclusive non-transferable license use Software e-learning online education,Licence-grant
94.0,Agreement provides license use Software talent management recruitment,Licence-grant
95.0,may use Software human capital management workforce planning,Licence-grant
96.0,Agreement permits use Software legal compliance management,Licence-grant
97.0,authorized use Software customer service support,Licence-grant
98.0,Agreement grants license use Software software development,Licence-grant
99.0,may use Software project portfolio management,Licence-grant
100.0,Agreement entitles use Software quality assurance testing,Licence-grant
,,
,,
1.0,Agreement states Tenant indemnifies Landlord damages rental property,Indemnities
2.0,Agreement states Manufacturer indemnifies Retailer third-party product liability claims,Indemnities
3.0,Agreement states Advertiser indemnifies Publisher claims arising false advertising,Indemnities
4.0,Agreement states Company indemnifies clients losses resulting cybersecurity breach,Indemnities
5.0,Agreement states Company indemnifies directors officers shareholder actions,Indemnities
6.0,Agreement states Tenant indemnifies Landlord cost leasehold improvements,Indemnities
7.0,Agreement states Employer indemnifies terminated employees workforce reduction,Indemnities
8.0,Agreement states Event Organizer indemnifies attendees personal injury claims,Indemnities
9.0,Agreement states Carrier indemnifies Shipper losses resulting shipping delays,Indemnities
10.0,Agreement states Law Enforcement Agency indemnifies individuals wrongfully arrested,Indemnities
11.0,Agreement states Company indemnifies regulatory agencies compliance violations,Indemnities
12.0,Agreement states Employer indemnifies clients losses due employee theft,Indemnities
13.0,Agreement states Financial Advisor indemnifies clients investment losses,Indemnities
14.0,Agreement states Financial Institution indemnifies clients losses fraudulent transactions,Indemnities
15.0,Agreement states Tenant indemnifies Landlord damages leased property,Indemnities
16.0,Agreement states Contractor indemnifies Client subcontractor actions,Indemnities
17.0,Agreement states Manufacturer indemnifies distributors product claims,Indemnities
18.0,Agreement states Business Owner indemnifies clients losses due business interruptions,Indemnities
19.0,Agreement states Vehicle Owner indemnifies passengers accidents involving vehicle,Indemnities
20.0,Agreement states Property Owner indemnifies guests damage personal property,Indemnities
21.0,Agreement states Renter indemnifies Lessor violations rental agreemen,Indemnities
22.0,Agreement states Contractor indemnifies Client negligence construction,Indemnities
23.0,Agreement states Employer indemnifies employees work-related injuries,Indemnities
24.0,Agreement states Manufacturer indemnifies customers warranty claims,Indemnities
25.0,Agreement states Service Provider indemnifies clients service interruptions,Indemnities
26.0,Agreement states Designer indemnifies clients design defects,Indemnities
27.0,Agreement states Financial Institution indemnifies clients financial losses,Indemnities
28.0,Agreement states Company indemnifies individuals privacy violations,Indemnities
29.0,Agreement states Data Controller indemnifies data subjects data privacy breaches,Indemnities
30.0,Agreement states Tenant indemnifies Landlord disputes related rental property,Indemnities
31.0,Agreement states Borrower indemnifies Lender disputes related loan agreements,Indemnities
32.0,Agreement states Content Creator indemnifies distributors intellectual property claims,Indemnities
33.0,Agreement states Professional indemnifies clients negligence claims,Indemnities
34.0,Agreement states Taxpayer indemnifies Tax Authority tax audit-related expenses,Indemnities
35.0,Agreement states Employer indemnifies employees workplace discrimination,Indemnities
36.0,Agreement states Employer indemnifies employees employment-related disputes,Indemnities
37.0,Agreement states Exporter indemnifies Government export control violations,Indemnities
38.0,Agreement states Company indemnifies regulatory agencies government investigations,Indemnities
39.0,Agreement states Borrower indemnifies Lender non-performance loan agreement,Indemnities
40.0,Agreement states Company indemnifies regulatory agencies regulatory penalties,Indemnities
41.0,Agreement states Service Provider indemnifies clients poor service quality,Indemnities
42.0,Agreement states Employer indemnifies clients employee misconduct,Indemnities
43.0,Agreement states Seller indemnifies Buyer breach warranty,Indemnities
44.0,Agreement states Licensee indemnifies Licensor intellectual property disputes,Indemnities
45.0,Agreement states Borrower indemnifies Lender repayment loan,Indemnities
46.0,Agreement states Property Owner indemnifies neighboring property owners easement violations,Indemnities
47.0,Agreement states Company indemnifies regulatory agencies non-compliance industry regulations,Indemnities
48.0,Agreement states Vendor indemnifies Customer non-performance vendor agreement,Indemnities
49.0,Agreement states Supplier indemnifies Manufacturer delays supply chain,Indemnities
50.0,Agreement states Business Owner indemnifies clients losses business opportunities,Indemnities
51.0,Agreement states Investment Advisor indemnifies clients losses due investment fraud,Indemnities
52.0,Agreement states Contractor indemnifies Property Owner construction defects,Indemnities
53.0,Agreement states Service Provider indemnifies clients service disruptions,Indemnities
54.0,Agreement states Supplier indemnifies Manufacturer product recalls,Indemnities
55.0,Agreement states Property Owner indemnifies Homeowners Association violations bylaws,Indemnities
56.0,Agreement states Tenant indemnifies Landlord breach lease terms,Indemnities
57.0,Agreement states Insurer indemnifies policyholders covered losses,Indemnities
58.0,Agreement states Content Creator indemnifies platforms content violations,Indemnities
59.0,Agreement states Developer indemnifies clients software bugs,Indemnities
60.0,Agreement states Company indemnifies third parties violations anti-bribery laws,Indemnities
61.0,Agreement states Consultant indemnifies clients incorrect advice,Indemnities
62.0,Agreement states Advertiser indemnifies advertising platforms ad campaign errors,Indemnities
63.0,Agreement states Franchisor indemnifies franchisees trademark disputes,Indemnities
64.0,Agreement states Contractor indemnifies Client property damage construction,Indemnities
65.0,Agreement states Retailer indemnifies manufacturers warranty claims,Indemnities
66.0,Agreement states Tenant indemnifies Landlord unpaid rent,Indemnities
67.0,Agreement states Property Owner indemnifies contractors construction accidents,Indemnities
68.0,Agreement states Manufacturer indemnifies retailers product recalls,Indemnities
69.0,Agreement states Service Provider indemnifies clients data breaches,Indemnities
70.0,Agreement states Consultant indemnifies clients data breaches,Indemnities
71.0,Agreement states Event Organizer indemnifies vendors event disruptions,Indemnities
72.0,Agreement states Developer indemnifies clients software vulnerabilities,Indemnities
73.0,Agreement states Company indemnifies employees workplace injuries,Indemnities
74.0,Agreement states Business Owner indemnifies clients contract breaches,Indemnities
75.0,Agreement states Supplier indemnifies Manufacturer raw material shortages,Indemnities
76.0,Agreement states Contractor indemnifies clients project delays,Indemnities
77.0,Agreement states Service Provider indemnifies clients data loss,Indemnities
78.0,Agreement states Vendor indemnifies Customer delivery delays,Indemnities
79.0,Agreement states Content Creator indemnifies platforms copyright infringements,Indemnities
80.0,Agreement states Consultant indemnifies clients misrepresentation,Indemnities
81.0,Agreement states Company indemnifies third parties environmental violations,Indemnities
82.0,Agreement states Contractor indemnifies clients property damage,Indemnities
83.0,Agreement states Retailer indemnifies manufacturers product defects,Indemnities
84.0,Agreement states Tenant indemnifies Landlord property alterations without consent,Indemnities
85.0,Agreement states Property Owner indemnifies contractors safety violations,Indemnities
86.0,Agreement states Manufacturer indemnifies retailers defective products,Indemnities
87.0,Agreement states Service Provider indemnifies clients system failures,Indemnities
88.0,Agreement states Developer indemnifies clients data breaches,Indemnities
89.0,Agreement states Business Owner indemnifies clients negligence,Indemnities
90.0,Agreement states Supplier indemnifies Manufacturer production delays,Indemnities
91.0,Agreement states Consultant indemnifies clients professional misconduct,Indemnities
92.0,Agreement states Company indemnifies employees wrongful termination,Indemnities
93.0,Agreement states Contractor indemnifies clients construction errors,Indemnities
94.0,Agreement states Vendor indemnifies Customer product defects,Indemnities
95.0,Agreement states Content Creator indemnifies platforms content inaccuracies,Indemnities
96.0,Agreement states Service Provider indemnifies clients contractual breaches,Indemnities
97.0,Agreement states Tenant indemnifies Landlord unauthorized subletting,Indemnities
98.0,Agreement states Property Owner indemnifies neighbors property boundary disputes,Indemnities
99.0,Agreement states Manufacturer indemnifies retailers shipping delays,Indemnities
100.0,Agreement states Developer indemnifies clients security breaches,Indemnities
,,
,,
,,
,,
